id,scope,transitions,t1_cycle_type,t0_rank,t0_indegrees,t0_kernel,t0_kernel_sizes,collision_pair,collision_orbit,collision_orbit_size,conjugacy_canonical,automorphism_count,semigroup_size,semigroup_rank_profile,maps,endpoints,block_ranks,block_idempotent,b_equals_p_f,separating_starts,champion_separator,global_id
63,permutation_pool,"[[1,1],[2,3],[4,2],[0,0],[3,4]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,1],[3,3],[4,4],[0,2]]",1,60,"{""5"":60}","{""A"":[4,2,3,0,1],""C"":[1,4,0,2,3],""B"":[2,1,4,3,0],""U"":[0,4,3,2,1],""V"":[0,4,3,2,1]}","{""A"":4,""C"":1,""B"":2,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,64296
64,permutation_pool,"[[1,1],[2,3],[4,2],[3,4],[0,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,2],[3,3],[4,0],[1,4]]",1,120,"{""5"":120}","{""A"":[4,0,1,2,3],""C"":[4,0,3,1,2],""B"":[2,4,0,1,3],""U"":[3,2,4,0,1],""V"":[3,2,4,0,1]}","{""A"":4,""C"":4,""B"":2,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,64752
65,permutation_pool,"[[1,1],[2,3],[4,4],[0,2],[3,0]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,1],[2,3],[3,0],[4,4],[0,2]]",1,60,"{""5"":60}","{""A"":[3,2,4,1,0],""C"":[1,2,3,4,0],""B"":[4,1,2,0,3],""U"":[0,2,3,1,4],""V"":[0,2,3,1,4]}","{""A"":3,""C"":1,""B"":4,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,65592
66,permutation_pool,"[[1,2],[0,1],[2,3],[3,4],[4,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[1,2],[2,3],[4,0],[3,4]]",1,120,"{""5"":120}","{""A"":[3,2,4,1,0],""C"":[2,3,4,0,1],""B"":[3,2,4,0,1],""U"":[0,4,1,2,3],""V"":[0,4,1,2,3]}","{""A"":3,""C"":2,""B"":3,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,68897
67,permutation_pool,"[[1,2],[0,1],[2,3],[4,0],[3,4]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,2],[4,0],[3,4]]",1,60,"{""5"":60}","{""A"":[4,2,3,0,1],""C"":[2,3,4,0,1],""B"":[3,2,4,1,0],""U"":[0,4,1,3,2],""V"":[0,4,1,3,2]}","{""A"":4,""C"":2,""B"":3,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,68921
68,permutation_pool,"[[1,2],[0,1],[3,0],[2,4],[4,3]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[1,3],[4,2],[3,4]]",1,10,"{""5"":10}","{""A"":[4,3,0,2,1],""C"":[2,4,3,1,0],""B"":[4,2,1,3,0],""U"":[0,3,4,1,2],""V"":[0,3,4,1,2]}","{""A"":4,""C"":2,""B"":4,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,69100
69,permutation_pool,"[[1,2],[0,1],[3,0],[4,3],[2,4]]","[1,1,1,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[0,2],[3,1],[4,3],[2,4]]",1,120,"{""5"":120}","{""A"":[4,3,0,2,1],""C"":[2,3,4,0,1],""B"":[3,2,1,4,0],""U"":[0,4,3,1,2],""V"":[0,4,3,1,2]}","{""A"":4,""C"":2,""B"":3,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,69216
70,permutation_pool,"[[1,2],[0,1],[3,3],[4,4],[2,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[0,2],[3,3],[4,4],[2,1]]",1,120,"{""5"":120}","{""A"":[2,3,1,4,0],""C"":[2,4,3,1,0],""B"":[4,2,0,3,1],""U"":[0,3,2,1,4],""V"":[0,3,2,1,4]}","{""A"":2,""C"":2,""B"":4,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,69912
71,permutation_pool,"[[1,2],[0,1],[3,4],[2,3],[4,0]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,2],[4,0],[3,4]]",1,60,"{""5"":60}","{""A"":[2,3,1,4,0],""C"":[2,3,4,0,1],""B"":[3,2,0,4,1],""U"":[0,4,2,1,3],""V"":[0,4,2,1,3]}","{""A"":2,""C"":2,""B"":3,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,70272
72,permutation_pool,"[[1,2],[0,3],[2,0],[3,4],[4,1]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[1,2],[3,0],[2,4],[4,3]]",1,120,"{""5"":120}","{""A"":[1,4,3,0,2],""C"":[4,0,3,1,2],""B"":[0,4,3,1,2],""U"":[4,2,1,0,3],""V"":[4,2,1,0,3]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,75898
73,permutation_pool,"[[1,2],[0,3],[2,0],[4,1],[3,4]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[1,3],[4,2],[3,4]]",1,10,"{""5"":10}","{""A"":[1,3,4,2,0],""C"":[4,0,3,1,2],""B"":[0,4,3,2,1],""U"":[4,2,1,3,0],""V"":[4,2,1,3,0]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,75946
74,permutation_pool,"[[1,2],[0,3],[2,4],[3,1],[4,0]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[1,2],[3,0],[2,4],[4,3]]",1,120,"{""5"":120}","{""A"":[4,0,1,2,3],""C"":[1,4,0,2,3],""B"":[4,1,0,2,3],""U"":[3,4,1,0,2],""V"":[3,4,1,0,2]}","{""A"":4,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,77122
75,permutation_pool,"[[1,2],[0,3],[2,4],[4,0],[3,1]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,4],[4,2],[3,0]]",1,60,"{""5"":60}","{""A"":[3,0,1,4,2],""C"":[1,4,0,2,3],""B"":[4,1,0,3,2],""U"":[3,4,1,2,0],""V"":[3,4,1,2,0]}","{""A"":3,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,77218
76,permutation_pool,"[[1,2],[0,3],[3,0],[4,4],[2,1]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,1],[2,3],[0,4],[4,0],[3,2]]",1,120,"{""5"":120}","{""A"":[2,0,4,1,3],""C"":[1,4,0,2,3],""B"":[4,1,3,0,2],""U"":[3,4,2,1,0],""V"":[3,4,2,1,0]}","{""A"":2,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,77538
77,permutation_pool,"[[1,2],[0,3],[3,1],[2,4],[4,0]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,4],[4,2],[3,0]]",1,60,"{""5"":60}","{""A"":[4,0,3,1,2],""C"":[1,4,0,2,3],""B"":[4,1,2,0,3],""U"":[3,4,0,1,2],""V"":[3,4,0,1,2]}","{""A"":4,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,77622
78,permutation_pool,"[[1,2],[0,3],[3,1],[4,0],[2,4]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[0,4],[4,2],[3,1]]",1,120,"{""5"":120}","{""A"":[1,2,3,4,0],""C"":[4,0,3,1,2],""B"":[0,4,2,3,1],""U"":[4,2,3,1,0],""V"":[4,2,3,1,0]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,77666
79,permutation_pool,"[[1,2],[0,3],[3,4],[2,0],[4,1]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,4],[4,2],[3,0]]",1,60,"{""5"":60}","{""A"":[1,4,0,2,3],""C"":[4,0,3,1,2],""B"":[0,4,1,3,2],""U"":[4,2,0,1,3],""V"":[4,2,0,1,3]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,78498
80,permutation_pool,"[[1,2],[0,3],[4,0],[3,1],[2,4]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[1,3],[4,2],[3,4]]",1,10,"{""5"":10}","{""A"":[2,0,3,4,1],""C"":[1,4,0,2,3],""B"":[4,1,3,2,0],""U"":[3,4,2,0,1],""V"":[3,4,2,0,1]}","{""A"":2,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,79266
81,permutation_pool,"[[1,2],[0,3],[4,1],[2,0],[3,4]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[0,4],[4,2],[3,1]]",1,120,"{""5"":120}","{""A"":[3,0,4,2,1],""C"":[1,4,0,2,3],""B"":[4,1,2,3,0],""U"":[3,4,0,2,1],""V"":[3,4,0,2,1]}","{""A"":3,""C"":1,""B"":4,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,79746
82,permutation_pool,"[[1,2],[0,3],[4,1],[3,4],[2,0]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[1,4],[4,2],[3,0]]",1,60,"{""5"":60}","{""A"":[1,2,4,0,3],""C"":[4,0,3,1,2],""B"":[0,4,2,1,3],""U"":[4,2,3,0,1],""V"":[4,2,3,0,1]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,79962
83,permutation_pool,"[[1,2],[0,3],[4,4],[2,1],[3,0]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,1],[2,3],[0,4],[4,0],[3,2]]",1,120,"{""5"":120}","{""A"":[1,3,0,4,2],""C"":[4,0,3,1,2],""B"":[0,4,1,2,3],""U"":[4,2,0,3,1],""V"":[4,2,0,3,1]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,81642
84,permutation_pool,"[[1,2],[2,1],[3,3],[0,4],[4,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[3,2],[4,4],[1,0]]",1,20,"{""5"":20}","{""A"":[4,0,3,1,2],""C"":[3,2,0,4,1],""B"":[4,3,2,0,1],""U"":[1,4,0,3,2],""V"":[1,4,0,3,2]}","{""A"":4,""C"":3,""B"":4,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,101372
85,permutation_pool,"[[1,2],[2,1],[3,3],[4,0],[0,4]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,2],[3,4],[4,3],[0,1]]",1,60,"{""5"":60}","{""A"":[1,4,0,2,3],""C"":[3,4,1,2,0],""B"":[0,3,4,1,2],""U"":[3,2,0,4,1],""V"":[3,2,0,4,1]}","{""A"":1,""C"":3,""B"":0,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,101456
86,permutation_pool,"[[1,2],[2,1],[3,4],[0,0],[4,3]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,2],[3,4],[4,3],[1,0]]",1,20,"{""5"":20}","{""A"":[1,4,0,2,3],""C"":[4,3,1,0,2],""B"":[0,4,3,1,2],""U"":[4,2,0,3,1],""V"":[4,2,0,3,1]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,101600
87,permutation_pool,"[[1,2],[2,1],[3,4],[4,3],[0,0]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,2],[3,4],[4,3],[0,1]]",1,60,"{""5"":60}","{""A"":[4,0,3,1,2],""C"":[4,2,0,1,3],""B"":[3,4,2,0,1],""U"":[1,3,0,4,2],""V"":[1,3,0,4,2]}","{""A"":4,""C"":4,""B"":3,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,102152
88,permutation_pool,"[[1,2],[2,3],[3,0],[0,4],[4,1]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[3,4],[4,0],[1,2]]",1,120,"{""5"":120}","{""A"":[4,3,0,2,1],""C"":[2,3,1,4,0],""B"":[4,2,3,1,0],""U"":[0,1,4,3,2],""V"":[0,1,4,3,2]}","{""A"":4,""C"":2,""B"":4,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,108998
89,permutation_pool,"[[1,2],[2,3],[3,0],[4,1],[0,4]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[3,4],[4,1],[0,2]]",1,60,"{""5"":60}","{""A"":[2,0,4,1,3],""C"":[4,3,0,2,1],""B"":[1,4,3,0,2],""U"":[3,1,2,4,0],""V"":[3,1,2,4,0]}","{""A"":2,""C"":4,""B"":1,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,109106
90,permutation_pool,"[[1,2],[2,3],[3,4],[0,1],[4,0]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[3,4],[4,0],[1,2]]",1,120,"{""5"":120}","{""A"":[2,3,1,4,0],""C"":[2,0,4,1,3],""B"":[1,2,0,4,3],""U"":[0,4,2,3,1],""V"":[0,4,2,3,1]}","{""A"":2,""C"":2,""B"":1,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,109922
91,permutation_pool,"[[1,2],[2,3],[3,4],[4,0],[0,1]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,2],[2,3],[3,4],[4,0],[0,1]]",5,5,"{""5"":5}","{""A"":[1,2,3,4,0],""C"":[1,2,3,4,0],""B"":[0,1,2,3,4],""U"":[1,2,3,4,0],""V"":[1,2,3,4,0]}","{""A"":1,""C"":1,""B"":0,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":true,""U"":false,""V"":false}",True,[],False,110378
92,permutation_pool,"[[1,2],[2,3],[4,0],[0,1],[3,4]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[3,4],[4,1],[0,2]]",1,60,"{""5"":60}","{""A"":[3,4,0,1,2],""C"":[2,3,1,4,0],""B"":[4,2,3,0,1],""U"":[0,1,4,2,3],""V"":[0,1,4,2,3]}","{""A"":3,""C"":2,""B"":4,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,110546
93,permutation_pool,"[[1,2],[2,3],[4,0],[3,4],[0,1]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,3],[3,4],[4,0],[1,2]]",1,120,"{""5"":120}","{""A"":[2,0,3,4,1],""C"":[4,3,0,2,1],""B"":[1,4,3,2,0],""U"":[3,1,2,0,4],""V"":[3,1,2,0,4]}","{""A"":2,""C"":4,""B"":1,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,110978
94,permutation_pool,"[[1,2],[2,3],[4,4],[0,0],[3,1]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,1],[2,3],[3,0],[4,4],[0,2]]",1,60,"{""5"":60}","{""A"":[2,4,1,0,3],""C"":[2,0,4,1,3],""B"":[1,2,0,3,4],""U"":[0,4,2,1,3],""V"":[0,4,2,1,3]}","{""A"":2,""C"":2,""B"":1,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,113018
95,permutation_pool,"[[1,2],[2,3],[4,4],[3,1],[0,0]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[3,3],[4,4],[1,2]]",1,120,"{""5"":120}","{""A"":[1,2,4,0,3],""C"":[1,2,3,4,0],""B"":[0,1,2,4,3],""U"":[1,2,3,0,4],""V"":[1,2,3,0,4]}","{""A"":1,""C"":1,""B"":0,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,113402
96,permutation_pool,"[[1,2],[3,1],[2,0],[0,4],[4,3]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[3,2],[1,4],[4,3]]",1,60,"{""5"":60}","{""A"":[1,4,3,0,2],""C"":[4,3,1,0,2],""B"":[0,4,1,3,2],""U"":[4,2,3,0,1],""V"":[4,2,3,0,1]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,125925
97,permutation_pool,"[[1,2],[3,1],[2,0],[4,3],[0,4]]","[1,1,1,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[3,2],[4,3],[1,4]]",1,120,"{""5"":120}","{""A"":[1,4,3,0,2],""C"":[3,4,1,2,0],""B"":[0,3,1,4,2],""U"":[3,2,4,0,1],""V"":[3,2,4,0,1]}","{""A"":1,""C"":3,""B"":0,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,126081
98,permutation_pool,"[[1,2],[3,1],[2,3],[4,4],[0,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,2],[3,3],[4,0],[1,4]]",1,120,"{""5"":120}","{""A"":[4,0,1,2,3],""C"":[4,2,0,1,3],""B"":[3,4,0,2,1],""U"":[1,3,4,0,2],""V"":[1,3,4,0,2]}","{""A"":4,""C"":4,""B"":3,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,126777
99,permutation_pool,"[[1,2],[3,1],[2,4],[0,3],[4,0]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[1,2],[3,0],[4,3],[2,4]]",1,60,"{""5"":60}","{""A"":[4,0,1,2,3],""C"":[3,2,0,4,1],""B"":[4,3,0,2,1],""U"":[1,4,3,0,2],""V"":[1,4,3,0,2]}","{""A"":4,""C"":3,""B"":4,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,126897
100,permutation_pool,"[[1,2],[3,1],[4,0],[0,3],[2,4]]","[1,1,1,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[0,2],[3,1],[4,3],[2,4]]",1,120,"{""5"":120}","{""A"":[2,0,3,4,1],""C"":[3,2,0,4,1],""B"":[4,3,1,2,0],""U"":[1,4,2,0,3],""V"":[1,4,2,0,3]}","{""A"":2,""C"":3,""B"":4,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,129041
101,permutation_pool,"[[1,2],[3,1],[4,0],[2,4],[0,3]]","[1,2,2]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[3,4],[4,1],[0,2]]",1,60,"{""5"":60}","{""A"":[2,0,3,4,1],""C"":[4,2,0,1,3],""B"":[3,4,1,2,0],""U"":[1,3,2,0,4],""V"":[1,3,2,0,4]}","{""A"":2,""C"":4,""B"":3,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,129305
102,permutation_pool,"[[1,2],[3,1],[4,3],[0,4],[2,0]]","[1,4]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,3],[0,4],[4,2],[3,1]]",1,120,"{""5"":120}","{""A"":[1,2,4,0,3],""C"":[4,3,1,0,2],""B"":[0,4,2,3,1],""U"":[4,2,1,0,3],""V"":[4,2,1,0,3]}","{""A"":1,""C"":4,""B"":0,""U"":4,""V"":4}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,130937
103,permutation_pool,"[[1,2],[3,1],[4,4],[2,3],[0,0]]","[1,1,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[1,0],[2,1],[3,3],[4,4],[0,2]]",1,60,"{""5"":60}","{""A"":[1,2,4,0,3],""C"":[3,4,1,2,0],""B"":[0,3,2,4,1],""U"":[3,2,1,0,4],""V"":[3,2,1,0,4]}","{""A"":1,""C"":3,""B"":0,""U"":3,""V"":3}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,131777
104,permutation_pool,"[[1,2],[3,3],[2,0],[4,4],[0,1]]","[2,3]",5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,0],[3,3],[4,4],[1,2]]",1,120,"{""5"":120}","{""A"":[1,3,4,2,0],""C"":[1,2,3,4,0],""B"":[0,1,3,2,4],""U"":[1,2,4,3,0],""V"":[1,2,4,3,0]}","{""A"":1,""C"":1,""B"":0,""U"":1,""V"":1}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,144553
105,permutation_pool,"[[1,2],[3,3],[2,1],[0,4],[4,0]]",[5],5,"[1,1,1,1,1]","[[0],[1],[2],[3],[4]]","[1,1,1,1,1]",,[],0,"[[0,1],[2,2],[3,4],[1,0],[4,3]]",1,60,"{""5"":60}","{""A"":[3,2,4,1,0],""C"":[2,0,4,1,3],""B"":[1,2,4,0,3],""U"":[0,4,3,2,1],""V"":[0,4,3,2,1]}","{""A"":3,""C"":2,""B"":1,""U"":0,""V"":0}","{""A"":5,""C"":5,""B"":5,""U"":5,""V"":5}","{""A"":false,""C"":false,""B"":false,""U"":false,""V"":false}",True,[],False,144597
